filename,elapsed_s,ultrasonic_cm
shot_0001_d111cm.jpg,0.0,110.93
shot_0002_d105cm.jpg,0.3,105.07
shot_0003_d95cm.jpg,0.6,95.36
shot_0004_d86cm.jpg,0.9,85.86
shot_0005_d76cm.jpg,1.2,75.81
shot_0006_d67cm.jpg,1.5,66.61
shot_0007_d57cm.jpg,1.8,57.06
shot_0008_d49cm.jpg,2.1,49.07
shot_0009_d40cm.jpg,2.4,40.18
shot_0010_d29cm.jpg,2.7,29.39
shot_0011_d20cm.jpg,3.0,19.86
shot_0012_d10cm.jpg,3.31,10.01
