scan_id,timestamp_unix,timestamp_iso,quality,angle_deg,distance_mm
0,1785114894.008029,2026-07-27T10:14:54.008,10,78.891,6162.25
0,1785114894.008029,2026-07-27T10:14:54.008,10,80.219,6125.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,83.125,2586.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,84.453,2584.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,85.797,2582.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,87.078,2580.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,88.406,2581.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,89.750,2583.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,91.078,2586.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,93.594,3171.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,94.922,3182.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,96.219,3220.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,97.562,3232.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,98.875,3238.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,130.391,891.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,133.125,845.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,134.453,838.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,135.797,835.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,137.031,830.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,138.375,826.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,139.766,817.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,141.094,803.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,142.453,793.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,143.703,784.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,145.062,779.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,146.391,777.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,150.422,772.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,151.656,764.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,153.000,760.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,154.438,756.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,155.609,758.50
0,1785114894.008029,2026-07-27T10:14:54.008,13,174.500,103.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,191.656,714.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,192.922,701.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,194.297,690.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,195.547,682.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,197.031,676.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,198.328,670.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,200.938,697.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,202.141,701.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,204.969,680.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,206.219,690.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,207.547,696.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,212.578,770.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,214.016,773.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,215.172,782.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,216.516,793.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,217.766,811.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,219.047,824.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,220.438,821.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,229.734,2928.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,231.047,2870.75
0,1785114894.008029,2026-07-27T10:14:54.008,10,259.484,1235.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,260.750,1233.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,262.109,1233.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,263.422,1232.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,264.703,1231.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,266.047,1231.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,267.438,1231.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,268.750,1232.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,270.078,1234.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,271.391,1237.25
0,1785114894.008029,2026-07-27T10:14:54.008,13,272.656,1245.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,283.281,1209.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,284.547,1204.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,285.828,1207.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,287.125,1229.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,318.141,3640.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,323.688,736.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,328.672,907.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,329.953,911.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,334.078,842.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,335.453,823.25
0,1785114894.008029,2026-07-27T10:14:54.008,15,340.797,824.75
0,1785114894.008029,2026-07-27T10:14:54.008,15,342.062,835.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,343.375,832.00
0,1785114894.008029,2026-07-27T10:14:54.008,15,344.688,822.50
0,1785114894.008029,2026-07-27T10:14:54.008,15,346.000,817.50
