scan_id,timestamp_unix,timestamp_iso,quality,angle_deg,distance_mm
0,1785115195.812167,2026-07-27T10:19:55.812,9,78.062,6163.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,79.375,6165.50
0,1785115195.812167,2026-07-27T10:19:55.812,12,80.734,6134.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,83.625,2585.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,84.938,2581.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,86.266,2580.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,87.578,2578.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,88.953,2580.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,90.266,2583.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,91.594,2588.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,94.125,3160.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,95.469,3204.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,96.781,3229.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,98.125,3236.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,99.453,3239.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,136.328,980.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,137.641,973.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,138.938,969.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,141.656,927.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,145.984,779.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,149.875,783.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,155.062,886.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,156.312,893.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,157.625,892.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,192.750,695.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,193.984,697.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,195.438,703.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,196.656,701.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,198.016,703.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,200.844,669.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,202.156,665.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,203.484,670.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,204.875,679.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,206.000,692.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,207.453,698.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,212.672,747.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,213.844,747.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,215.156,750.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,216.531,758.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,217.766,774.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,219.156,786.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,229.703,2932.50
0,1785115195.812167,2026-07-27T10:19:55.812,15,231.047,2873.75
0,1785115195.812167,2026-07-27T10:19:55.812,14,259.578,1234.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,260.938,1232.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,262.234,1233.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,263.531,1232.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,264.859,1231.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,266.188,1231.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,267.500,1231.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,268.859,1233.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,270.156,1234.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,271.453,1237.75
0,1785115195.812167,2026-07-27T10:19:55.812,12,272.766,1246.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,283.391,1209.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,284.766,1205.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,286.062,1211.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,287.312,1233.25
0,1785115195.812167,2026-07-27T10:19:55.812,15,318.422,3641.75
0,1785115195.812167,2026-07-27T10:19:55.812,15,321.031,3855.00
0,1785115195.812167,2026-07-27T10:19:55.812,15,325.062,4263.75
